Feature1,Feature2,Feature3,Feature4,CardType_Elite,CardType_Platinum,CardType_Smart Cash,CardType_True Line,CardType_True Line Gold,score,Month
0.0552195,,,,1,0.0,0.0,0,0,0.1362,3/31/2019
0.0164139999999999,,,,1,0.0,0.0,0,0,0.1161,3/31/2019
0.0,,,,0,0.0,1.0,0,0,0.0325,3/31/2019
0.036242056,,,,1,0.0,0.0,0,0,0.0733,3/31/2019
0.001822593,,,,0,0.0,1.0,0,0,0.0409,3/31/2019
-0.073289,,,,0,0.0,1.0,0,0,0.0041,3/31/2019
0.6905370078740157,,,,0,0.0,0.0,0,1,0.1438,3/31/2019
0.90881,,,,0,1.0,0.0,0,0,0.4955,3/31/2019
0.00137821,,,,0,0.0,0.0,1,0,0.0568,3/31/2019
0.706622,,,,0,0.0,0.0,1,0,0.2614,3/31/2019
0.1299891666666666,,,,1,0.0,0.0,0,0,0.2892,3/31/2019
-0.007909565,,,,0,0.0,0.0,0,1,0.0101,3/31/2019
-0.000640667,,,,0,0.0,0.0,1,0,0.0176,3/31/2019
0.033855155,,,,0,0.0,0.0,1,0,0.1114,3/31/2019
-1.82e-06,,,,0,0.0,1.0,0,0,0.0066,3/31/2019
0.2199807692307692,,,,1,0.0,0.0,0,0,0.2312,3/31/2019
0.8017353658536585,,,,0,0.0,0.0,1,0,0.4736,3/31/2019
0.4826084745762712,,,,0,0.0,0.0,0,1,0.4997,3/31/2019
0.8612123655913978,,,,0,0.0,1.0,0,0,0.2449,3/31/2019
0.9831755555555556,,,,0,0.0,0.0,1,0,0.4269,3/31/2019
0.31751,,,,1,0.0,0.0,0,0,0.2125,3/31/2019
0.9294414965986396,,,,0,0.0,1.0,0,0,0.1961,3/31/2019
0.9412820689655172,,,,0,0.0,1.0,0,0,0.5702,3/31/2019
0.1540099999999999,,,,0,0.0,0.0,0,1,0.0087,3/31/2019
0.065199351,,,,0,1.0,0.0,0,0,0.0395,3/31/2019
0.979704,,,,0,0.0,1.0,0,0,0.2161,3/31/2019
0.6383690909090911,,,,0,0.0,1.0,0,0,0.4517,3/31/2019
0.0,,,,0,1.0,0.0,0,0,0.03,3/31/2019
0.25908,,,,0,0.0,0.0,1,0,0.4444,3/31/2019
-0.037510417,,,,0,1.0,0.0,0,0,0.0216,3/31/2019
0.9370506912442396,,,,0,0.0,0.0,0,1,0.1615,3/31/2019
0.0400094736842105,,,,1,0.0,0.0,0,0,0.3424,3/31/2019
0.031965714,,,,0,0.0,1.0,0,0,0.0401,3/31/2019
0.0,,,,1,0.0,0.0,0,0,0.0346,3/31/2019
0.1862514285714285,,,,1,0.0,0.0,0,0,0.0869,3/31/2019
0.0,,,,0,0.0,0.0,1,0,0.154,3/31/2019
0.6188179310344828,,,,0,0.0,0.0,0,1,0.1273,3/31/2019
0.319967,,,,0,0.0,0.0,1,0,0.321,3/31/2019
0.963227,,,,1,0.0,0.0,0,0,0.2537,3/31/2019
-0.005986842,,,,0,0.0,1.0,0,0,0.0087,3/31/2019
0.1524509523809523,,,,1,0.0,0.0,0,0,0.169,3/31/2019
0.9933831111111112,,,,0,0.0,0.0,0,1,0.123,3/31/2019
0.065783704,,,,1,0.0,0.0,0,0,0.2048,3/31/2019
0.9365011494252874,,,,1,0.0,0.0,0,0,0.4377,3/31/2019
0.1127242857142857,,,,0,0.0,1.0,0,0,0.0814,3/31/2019
0.3718785714285714,,,,1,0.0,0.0,0,0,0.3438,3/31/2019
0.602434,,,,0,1.0,0.0,0,0,0.315,3/31/2019
0.2237175,,,,1,0.0,0.0,0,0,0.4264,3/31/2019
0.083315789,,,,1,0.0,0.0,0,0,0.2789,3/31/2019
0.4440439999999999,,,,0,0.0,0.0,0,1,0.0663,3/31/2019
0.2249969999999999,,,,0,0.0,0.0,0,1,0.2031,3/31/2019
0.048206,,,,0,0.0,0.0,1,0,0.1115,3/31/2019
0.1310976470588235,,,,0,1.0,0.0,0,0,0.4123,3/31/2019
0.084439286,,,,0,0.0,0.0,1,0,0.0944,3/31/2019
0.004377857,,,,0,1.0,0.0,0,0,0.0718,3/31/2019
0.7244308,,,,1,0.0,0.0,0,0,0.4272,3/31/2019
0.1855349999999999,,,,0,0.0,1.0,0,0,0.1511,3/31/2019
0.7327035087719298,,,,0,1.0,0.0,0,0,0.3318,3/31/2019
0.235828,,,,0,0.0,1.0,0,0,0.0387,3/31/2019
3.846153846153846e-06,,,,1,0.0,0.0,0,0,0.0755,3/31/2019
1.0917616666666663,,,,0,0.0,0.0,1,0,0.5517,3/31/2019
0.0,,,,0,0.0,0.0,1,0,0.1891,3/31/2019
0.9958592592592592,,,,1,0.0,0.0,0,0,0.6332,3/31/2019
0.0152174,,,,0,0.0,1.0,0,0,0.0548,3/31/2019
0.11193,,,,0,0.0,0.0,0,1,0.0575,3/31/2019
0.915668,,,,0,0.0,0.0,0,1,0.1701,3/31/2019
0.000111034,,,,0,0.0,1.0,0,0,0.0455,3/31/2019
0.0218550724637681,,,,0,0.0,0.0,1,0,0.0468,4/30/2019
0.3395426923076923,,,,0,0.0,0.0,1,0,0.386,4/30/2019
0.6653872727272727,,,,0,0.0,0.0,0,1,0.3995,4/30/2019
0.568353,,,,0,1.0,0.0,0,0,0.2871,4/30/2019
0.026352941,,,,0,0.0,1.0,0,0,0.1297,4/30/2019
0.0,,,,1,0.0,0.0,0,0,0.0492,4/30/2019
0.272262,,,,0,0.0,0.0,1,0,0.2164,4/30/2019
0.0,,,,0,1.0,0.0,0,0,0.2205,4/30/2019
0.0,,,,0,0.0,1.0,0,0,0.0721,4/30/2019
0.8493471698113207,,,,0,0.0,0.0,0,1,0.4436,4/30/2019
0.107578,,,,0,1.0,0.0,0,0,0.0679,4/30/2019
0.0,,,,0,0.0,0.0,1,0,0.1123,4/30/2019
0.0,,,,1,0.0,0.0,0,0,0.0656,4/30/2019
0.0,,,,0,1.0,0.0,0,0,0.0969,4/30/2019
0.048274,,,,0,0.0,1.0,0,0,0.0403,4/30/2019
1.359924,,,,0,0.0,0.0,1,0,0.7453,4/30/2019
0.0,,,,0,1.0,0.0,0,0,0.0789,4/30/2019
0.089248454,,,,0,0.0,0.0,1,0,0.1826,4/30/2019
0.00566,,,,0,0.0,0.0,0,1,0.0393,4/30/2019
1.0083375,,,,0,1.0,0.0,0,0,0.7485,4/30/2019
0.4835569999999999,,,,0,0.0,1.0,0,0,0.4613,4/30/2019
0.4675,,,,0,1.0,0.0,0,0,0.4089,4/30/2019
0.6621859999999999,,,,0,0.0,0.0,0,1,0.2827,4/30/2019
0.007865714,,,,0,1.0,0.0,0,0,0.0248,4/30/2019
0.0283557142857142,,,,0,0.0,0.0,0,1,0.1355,4/30/2019
0.6642766233766234,,,,0,0.0,1.0,0,0,0.6673,4/30/2019
0.6417,,,,1,0.0,0.0,0,0,0.1644,4/30/2019
-0.108055556,,,,1,0.0,0.0,0,0,0.0022,4/30/2019
0.0,,,,0,0.0,0.0,0,1,0.13,4/30/2019
0.032274194,,,,0,0.0,1.0,0,0,0.1414,4/30/2019
0.0835386,,,,1,0.0,0.0,0,0,0.0056,4/30/2019
0.0,,,,0,0.0,0.0,1,0,0.0523,4/30/2019
0.040759259,,,,0,0.0,0.0,0,1,0.1746,4/30/2019
0.05011,,,,1,0.0,0.0,0,0,0.0166,4/30/2019
0.0284199999999999,,,,0,0.0,0.0,0,1,0.1807,4/30/2019
0.0,,,,0,0.0,0.0,0,1,0.1592,4/30/2019
0.1361523364485981,,,,0,0.0,1.0,0,0,0.3057,4/30/2019
0.003655926,,,,0,0.0,1.0,0,0,0.0148,4/30/2019
0.260875,,,,0,0.0,1.0,0,0,0.33,4/30/2019
0.1984855,,,,0,0.0,1.0,0,0,0.0826,4/30/2019
